country,year,iso_code,population,gdp,biofuel_consumption,biofuel_share_energy,carbon_intensity_elec,coal_consumption,coal_share_energy,fossil_fuel_consumption,fossil_share_energy,gas_consumption,gas_share_energy,greenhouse_gas_emissions,hydro_consumption,hydro_share_energy,low_carbon_consumption,low_carbon_share_energy,nuclear_consumption,nuclear_share_energy,oil_consumption,oil_share_energy,other_renewable_consumption,other_renewables_share_energy,primary_energy_consumption,renewables_consumption,renewables_share_energy,solar_consumption,solar_share_energy,wind_consumption,wind_share_energy
Cyprus,2021,CYP,1244193.0,,0.248,,599.609,0.48,,,,,,3.07,,,,,,,27.052,,0.191,,29.842,,,1.225,,0.645,
Cyprus,2022,CYP,1251492.0,,0.257,,589.354,0.381,,,,,,3.1,,,,,,,28.72,,0.124,,31.738,,,1.671,,0.585,
Czechia,1965,CZE,9702728.0,,,,,410.841,87.641,462.179,98.592,4.29,0.915,,6.599,1.408,6.599,1.408,0.0,0.0,47.047,10.036,,,468.778,6.599,1.408,,,,
Czechia,1966,CZE,9731810.0,,,,,409.632,86.734,466.064,98.683,4.49,0.951,,6.22,1.317,6.22,1.317,0.0,0.0,51.942,10.998,,,472.285,6.22,1.317,,,,
Czechia,1967,CZE,9754254.0,,,,,396.141,85.203,459.334,98.794,5.394,1.16,,5.606,1.206,5.606,1.206,0.0,0.0,57.799,12.432,,,464.94,5.606,1.206,,,,
Czechia,1968,CZE,9770101.0,,,,,410.062,84.568,480.554,99.105,6.651,1.372,,4.339,0.895,4.339,0.895,0.0,0.0,63.84,13.166,,,484.892,4.339,0.895,,,,
Czechia,1969,CZE,9782559.0,,,,,426.205,84.308,501.992,99.299,7.294,1.443,,3.541,0.701,3.541,0.701,0.0,0.0,68.493,13.549,,,505.533,3.541,0.701,,,,
Czechia,1970,CZE,9795750.0,85688639488.0,,,,431.473,81.893,521.814,99.04,8.012,1.521,,5.057,0.96,5.057,0.96,0.0,0.0,82.329,15.626,,,526.872,5.057,0.96,,,,
Czechia,1971,CZE,9816554.0,90161725440.0,,,,449.534,81.187,550.129,99.355,9.955,1.798,,3.572,0.645,3.572,0.645,0.0,0.0,90.64,16.37,,,553.701,3.572,0.645,,,,
Czechia,1972,CZE,9851274.0,94933131264.0,,,,443.126,79.578,553.108,99.329,10.81,1.941,,3.738,0.671,3.738,0.671,0.0,0.0,99.171,17.809,,,556.845,3.738,0.671,,,,
Czechia,1973,CZE,9900301.0,99378511872.0,,,,433.601,77.406,556.968,99.429,11.872,2.119,,3.197,0.571,3.197,0.571,0.0,0.0,111.494,19.904,,,560.165,3.197,0.571,,,,
Czechia,1974,CZE,9960863.0,104186945536.0,,,,431.996,76.301,560.793,99.05,14.475,2.557,,5.379,0.95,5.379,0.95,0.0,0.0,114.321,20.192,,,566.171,5.379,0.95,,,,
Czechia,1975,CZE,10025718.0,110000275456.0,,,,441.219,74.872,583.936,99.09,16.572,2.812,,5.364,0.91,5.364,0.91,0.0,0.0,126.145,21.406,,,589.3,5.364,0.91,,,,
Czechia,1976,CZE,10088047.0,114359902208.0,,,,449.825,74.262,601.453,99.294,18.296,3.021,,4.276,0.706,4.276,0.706,0.0,0.0,133.331,22.012,,,605.729,4.276,0.706,,,,
Czechia,1977,CZE,10144498.0,118223716352.0,,,,459.548,73.451,619.832,99.07,20.793,3.323,,5.816,0.93,5.816,0.93,0.0,0.0,139.491,22.295,,,625.648,5.816,0.93,,,,
Czechia,1978,CZE,10195871.0,123116437504.0,,,,461.339,72.72,628.991,99.147,23.299,3.673,,5.411,0.853,5.411,0.853,0.0,0.0,144.353,22.754,,,634.403,5.411,0.853,,,,
Czechia,1979,CZE,10241207.0,124798623744.0,,,,461.478,71.981,634.329,98.942,26.141,4.077,,6.78,1.058,6.78,1.058,0.0,0.0,146.71,22.884,,,641.109,6.78,1.058,,,,
Czechia,1980,CZE,10270060.0,126921728000.0,,,,447.185,72.03,613.742,98.857,30.111,4.85,,7.094,1.143,7.094,1.143,0.0,0.0,136.446,21.978,,,620.836,7.094,1.143,,,,
Czechia,1981,CZE,10283841.0,126726004736.0,,,,445.371,72.274,610.131,99.011,30.207,4.902,,6.094,0.989,6.094,0.989,0.0,0.0,134.553,21.835,,,616.225,6.094,0.989,,,,
Czechia,1982,CZE,10293692.0,124767551488.0,,,,448.825,73.698,604.066,99.189,31.998,5.254,,4.938,0.811,4.938,0.811,0.0,0.0,123.244,20.237,,,609.005,4.938,0.811,,,,
Czechia,1983,CZE,10298165.0,126785028096.0,,,,446.301,73.167,604.516,99.105,37.542,6.155,,4.894,0.802,5.461,0.895,0.568,0.093,120.673,19.783,,,609.977,4.894,0.802,,,,
Czechia,1984,CZE,10299713.0,129617870848.0,,,,454.71,72.142,622.948,98.833,39.96,6.34,,3.838,0.609,7.354,1.167,3.516,0.558,128.278,20.352,,,630.302,3.838,0.609,,,,
Czechia,1985,CZE,10302326.0,132537131008.0,,,,444.836,70.44,619.767,98.141,49.063,7.769,,4.941,0.782,11.743,1.859,6.802,1.077,125.868,19.931,,,631.51,4.941,0.782,,,,
Czechia,1986,CZE,10302678.0,136190033920.0,,,,442.824,69.348,615.558,96.399,51.846,8.119,,5.547,0.869,22.995,3.601,17.448,2.732,120.888,18.932,,,638.553,5.547,0.869,,,,
Czechia,1987,CZE,10302081.0,139350917120.0,,,,437.672,66.999,615.602,94.236,56.556,8.658,,7.289,1.116,37.653,5.764,30.364,4.648,121.374,18.58,,,653.255,7.289,1.116,,,,
Czechia,1988,CZE,10304147.0,142237368320.0,,,,442.801,67.488,616.379,93.944,56.916,8.675,,6.207,0.946,39.735,6.056,33.528,5.11,116.662,17.781,,,656.114,6.207,0.946,,,,
Czechia,1989,CZE,10304498.0,144679288832.0,,,,425.751,66.942,595.905,93.696,58.738,9.235,,4.858,0.764,40.095,6.304,35.236,5.54,111.417,17.518,,,636.0,4.858,0.764,,,,
Czechia,1990,CZE,10301190.0,146168283136.0,0.0,0.0,,345.944,63.274,507.601,92.841,61.031,11.163,,3.433,0.628,39.143,7.159,35.71,6.531,100.626,18.405,0.0,0.0,546.744,3.433,0.628,0.0,0.0,0.0,0.0
Czechia,1991,CZE,10303359.0,130869280768.0,0.0,0.0,,316.914,63.683,459.994,92.435,58.89,11.834,,3.22,0.647,37.645,7.565,34.425,6.918,84.191,16.918,0.0,0.0,497.639,3.22,0.647,0.0,0.0,0.0,0.0
Czechia,1992,CZE,10310956.0,131887431680.0,0.02,0.004,,295.923,61.27,444.054,91.941,67.451,13.966,,4.146,0.858,38.925,8.059,34.76,7.197,80.681,16.705,0.0,0.0,482.979,4.166,0.862,0.0,0.0,0.0,0.0
Czechia,1993,CZE,10318915.0,133712371712.0,0.043,0.009,,287.88,60.109,438.495,91.557,68.932,14.393,,4.048,0.845,40.434,8.443,35.829,7.481,81.684,17.055,0.514,0.107,478.929,4.605,0.961,0.0,0.0,0.0,0.0
Czechia,1994,CZE,10321309.0,139362828288.0,0.081,0.017,,272.467,58.405,424.269,90.944,67.33,14.432,,4.317,0.925,42.246,9.056,36.822,7.893,84.473,18.107,1.025,0.22,466.515,5.423,1.163,0.0,0.0,0.0,0.0
Czechia,1995,CZE,10311702.0,149915926528.0,0.184,0.038,,272.724,56.091,444.114,91.341,76.195,15.671,,5.92,1.218,42.1,8.659,34.703,7.137,95.195,19.579,1.293,0.266,486.214,7.397,1.521,0.0,0.0,0.0,0.0
Czechia,1996,CZE,10295653.0,158347427840.0,0.255,0.051,,272.119,54.108,459.45,91.356,87.687,17.436,,5.822,1.158,43.472,8.644,36.462,7.25,99.645,19.813,0.932,0.185,502.922,7.01,1.394,0.0,0.0,0.0,0.0
Czechia,1997,CZE,10279042.0,159287115776.0,0.375,0.078,,255.68,53.011,439.893,91.203,89.189,18.492,,5.024,1.042,42.427,8.797,35.452,7.35,95.023,19.701,1.577,0.327,482.32,6.975,1.446,0.0,0.0,0.0,0.0
Czechia,1998,CZE,10263837.0,160811499520.0,0.408,0.087,,237.002,50.612,424.468,90.646,89.38,19.087,,4.128,0.882,43.803,9.354,37.393,7.985,98.085,20.946,1.875,0.4,468.271,6.41,1.369,0.0,0.0,0.0,0.0
Czechia,1999,CZE,10249145.0,165213880320.0,0.511,0.114,,215.944,48.096,403.444,89.857,89.86,20.014,,4.971,1.107,45.543,10.143,37.901,8.441,97.64,21.747,2.16,0.481,448.987,7.642,1.702,0.0,0.0,0.0,0.0
Czechia,2000,CZE,10234712.0,174508441600.0,0.696,0.147,634.019,246.717,51.995,428.373,90.278,87.227,18.383,46.22,5.198,1.096,46.131,9.722,38.562,8.127,94.429,19.901,1.675,0.353,474.504,7.569,1.595,0.0,0.0,0.0,0.0
Czechia,2001,CZE,10230273.0,182134898688.0,0.525,0.108,621.8,242.13,49.896,435.464,89.736,93.414,19.25,46.15,6.034,1.243,49.808,10.264,41.58,8.568,99.92,20.59,1.668,0.344,485.272,8.228,1.696,0.0,0.0,0.001,0.0
Czechia,2002,CZE,10238170.0,187506016256.0,0.732,0.15,579.605,237.631,48.819,424.654,87.242,90.272,18.546,44.05,7.274,1.494,62.103,12.758,52.484,10.782,96.751,19.877,1.608,0.33,486.757,9.619,1.976,0.0,0.0,0.005,0.001
Czechia,2003,CZE,10248039.0,196738662400.0,0.704,0.137,540.404,241.522,46.938,436.258,84.784,91.205,17.725,44.74,4.011,0.779,78.292,15.216,72.0,13.993,103.531,20.121,1.566,0.304,514.55,6.292,1.223,0.0,0.0,0.011,0.002
Czechia,2004,CZE,10261003.0,209118199808.0,0.36,0.068,531.567,241.888,45.827,446.547,84.601,90.573,17.16,44.54,5.819,1.102,81.278,15.399,72.794,13.791,114.085,21.614,2.277,0.431,527.825,8.484,1.607,0.0,0.0,0.029,0.005
Czechia,2005,CZE,10280122.0,225438384128.0,0.031,0.006,537.288,233.697,44.974,442.445,85.146,89.591,17.241,44.02,6.815,1.311,77.187,14.854,67.945,13.076,119.157,22.931,2.336,0.45,519.632,9.242,1.779,0.0,0.0,0.061,0.012
Czechia,2006,CZE,10304822.0,244024344576.0,0.21,0.04,526.775,241.975,45.703,447.798,84.577,88.313,16.68,44.07,7.257,1.371,81.657,15.423,71.118,13.432,117.51,22.195,2.931,0.554,529.455,10.539,1.99,0.0,0.0,0.14,0.027
Czechia,2007,CZE,10337831.0,260810031104.0,0.216,0.041,541.529,241.515,46.117,442.393,84.474,84.186,16.075,47.53,5.908,1.128,81.313,15.526,71.015,13.56,116.692,22.282,3.816,0.729,523.705,10.298,1.966,0.005,0.001,0.354,0.068
Czechia,2008,CZE,10378586.0,271304294400.0,1.276,0.248,521.614,229.05,44.595,429.71,83.663,83.428,16.243,43.44,5.688,1.108,83.909,16.337,71.595,13.939,117.232,22.825,4.626,0.901,513.619,12.314,2.397,0.036,0.007,0.688,0.134
Czechia,2009,CZE,10421515.0,261474025472.0,2.27,0.461,501.837,211.576,42.933,403.889,81.956,79.133,16.058,40.97,6.785,1.377,88.922,18.044,72.914,14.795,113.179,22.966,5.901,1.197,492.811,16.009,3.248,0.248,0.05,0.804,0.163
Czechia,2010,CZE,10464750.0,270895333376.0,2.715,0.529,495.307,218.381,42.516,419.103,81.593,93.849,18.271,42.22,7.742,1.507,94.546,18.407,74.545,14.513,106.873,20.807,6.903,1.344,513.649,20.001,3.894,1.709,0.333,0.931,0.181
Czechia,2011,CZE,10496379.0,279860772864.0,3.485,0.694,487.135,214.989,42.828,402.461,80.175,79.19,15.776,42.22,5.415,1.079,99.515,19.825,74.87,14.915,108.282,21.571,8.63,1.719,501.976,24.645,4.91,6.019,1.199,1.095,0.218
Czechia,2012,CZE,10511065.0,277620523008.0,3.197,0.64,461.956,206.149,41.276,392.822,78.653,79.737,15.965,40.01,5.838,1.169,106.617,21.347,79.788,15.975,106.936,21.411,10.763,2.155,499.438,26.829,5.372,5.891,1.18,1.14,0.228
Czechia,2013,CZE,10514547.0,276285980672.0,3.218,0.656,443.449,196.505,40.085,379.33,77.379,80.787,16.48,38.11,7.453,1.52,110.891,22.621,80.408,16.402,102.039,20.815,12.963,2.644,490.221,30.483,6.218,5.54,1.13,1.31,0.267
Czechia,2014,CZE,10517178.0,283780743168.0,3.678,0.766,446.418,190.436,39.679,370.31,77.158,71.898,14.981,37.95,5.174,1.078,109.626,22.842,78.834,16.426,107.977,22.498,14.887,3.102,479.937,30.792,6.416,5.763,1.201,1.291,0.269
Czechia,2015,CZE,10523801.0,296649588736.0,3.443,0.731,465.705,189.861,40.335,370.132,78.632,75.395,16.017,38.43,4.835,1.027,100.583,21.368,69.361,14.735,104.877,22.28,15.297,3.25,470.716,31.222,6.633,6.105,1.297,1.542,0.328
Czechia,2016,CZE,10527584.0,303850717184.0,3.498,0.753,484.819,191.266,41.188,371.338,79.965,81.6,17.572,39.76,5.358,1.154,93.036,20.035,61.921,13.334,98.473,21.205,15.216,3.277,464.374,31.115,6.7,5.713,1.23,1.33,0.286
Czechia,2017,CZE,10531315.0,317076144128.0,3.645,0.743,458.149,187.278,38.175,386.322,78.748,83.748,17.071,39.3,4.975,1.014,104.26,21.252,72.373,14.752,115.296,23.502,15.848,3.23,490.581,31.887,6.5,5.846,1.192,1.573,0.321
Czechia,2018,CZE,10534598.0,326100320256.0,3.585,0.733,449.459,186.013,38.038,381.955,78.106,79.828,16.324,39.04,4.306,0.881,107.069,21.894,75.965,15.534,116.114,23.744,15.406,3.15,489.023,31.103,6.36,6.194,1.267,1.612,0.33
Czechia,2019,CZE,10536876.0,,3.953,0.827,428.588,167.363,35.02,368.216,77.048,83.249,17.42,36.76,5.295,1.108,109.687,22.952,76.507,16.009,117.604,24.608,16.059,3.36,477.903,33.18,6.943,6.029,1.261,1.845,0.386
Czechia,2020,CZE,10530951.0,,4.326,0.977,397.006,145.435,32.862,332.543,75.14,84.624,19.121,31.82,5.631,1.272,110.023,24.86,75.714,17.108,102.484,23.157,16.641,3.76,442.566,34.309,7.752,5.875,1.327,1.836,0.415
Czechia,2021,CZE,10510748.0,,4.196,0.899,405.589,150.807,32.326,354.465,75.98,90.694,19.44,33.96,6.302,1.351,112.058,24.02,77.165,16.54,112.964,24.214,17.187,3.684,466.523,34.894,7.48,5.634,1.208,1.574,0.337
Czechia,2022,CZE,10493990.0,,3.989,0.859,415.345,163.592,35.236,352.195,75.859,73.764,15.888,35.35,5.457,1.175,112.082,24.141,77.61,16.716,114.839,24.735,17.369,3.741,464.277,34.471,7.425,5.985,1.289,1.672,0.36
Denmark,1900,DNK,2565333.0,12315848704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1901,DNK,2595047.0,12835111936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1902,DNK,2625520.0,13133361152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1903,DNK,2656765.0,13912332288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1904,DNK,2688382.0,14214662144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1905,DNK,2720375.0,14452429824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1906,DNK,2752749.0,14864443392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1907,DNK,2785508.0,15420675072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1908,DNK,2818657.0,15904558080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1909,DNK,2852179.0,16520914944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1910,DNK,2886076.0,17021091840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1911,DNK,2920355.0,17933715456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1912,DNK,2955018.0,17930276864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1913,DNK,2990070.0,18601988096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1914,DNK,3025539.0,19770918912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1915,DNK,3061428.0,18397210624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1916,DNK,3097742.0,19176583168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1917,DNK,3134488.0,18044450816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1918,DNK,3171600.0,17451810816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1919,DNK,3207237.0,19701905408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1920,DNK,3241362.0,20628846592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1921,DNK,3273940.0,20035215360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1922,DNK,3304937.0,22061402112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1923,DNK,3334316.0,24388052992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1924,DNK,3363956.0,24461801472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1925,DNK,3393860.0,23899650048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1926,DNK,3424029.0,25299707904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1927,DNK,3454467.0,25801875456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1928,DNK,3485175.0,26671618048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1929,DNK,3515454.0,28457101312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1930,DNK,3545296.0,30153046016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1931,DNK,3574690.0,30486398976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1932,DNK,3603628.0,29685116928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1933,DNK,3632099.0,30640721920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1934,DNK,3660794.0,31567925248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1935,DNK,3689717.0,32275824640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1936,DNK,3718868.0,33073692672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1937,DNK,3748249.0,33872214016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1938,DNK,3777862.0,34691743744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1939,DNK,3810015.0,36349165568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1940,DNK,3844754.0,31249960960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1941,DNK,3882124.0,28165132288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1942,DNK,3922171.0,28800237568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1943,DNK,3964943.0,31975053312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1944,DNK,4008181.0,35322331136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1945,DNK,4051891.0,32663375872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1946,DNK,4096077.0,37762007040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1947,DNK,4140745.0,39884521472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1948,DNK,4185901.0,40961441792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1949,DNK,4228235.0,43784728576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1950,DNK,4267702.0,47267155968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1951,DNK,4299583.0,47580823552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1952,DNK,4330760.0,48046723072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1953,DNK,4362493.0,50784141312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1954,DNK,4394327.0,51766095872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1955,DNK,4426513.0,52326932480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1956,DNK,4459563.0,52963414016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1957,DNK,4491048.0,56977502208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1958,DNK,4521333.0,58258747392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1959,DNK,4551440.0,62593536000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1960,DNK,4581730.0,64344727552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1961,DNK,4613437.0,68423512064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1962,DNK,4645997.0,72198873088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1963,DNK,4680814.0,72656363520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1964,DNK,4718021.0,79449915392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1965,DNK,4756336.0,83071664128.0,,,,43.009,,,,,,,0.074,,0.074,,0.0,,123.125,,,,166.208,0.074,,,,,
Denmark,1966,DNK,4796410.0,85342724096.0,,,,48.745,,,,,,,0.077,,0.077,,0.0,,140.238,,,,189.059,0.077,,,,,
Denmark,1967,DNK,4834734.0,88211324928.0,,,,41.733,,,,,,,0.074,,0.074,,0.0,,148.316,,,,190.123,0.074,,,,,
Denmark,1968,DNK,4867744.0,91836219392.0,,,,37.393,,,,,,,0.062,,0.062,,0.0,,161.212,,,,198.667,0.062,,,,,
Denmark,1969,DNK,4896156.0,97686585344.0,,,,34.155,,,,,,,0.065,,0.065,,0.0,,193.827,,,,228.047,0.065,,,,,
Denmark,1970,DNK,4922968.0,99664396288.0,,,,27.319,,,,,,,0.071,,0.071,,0.0,,215.6,,,,242.989,0.071,,,,,
Denmark,1971,DNK,4951490.0,102324764672.0,,,,16.718,,,,,,,0.071,,0.071,,0.0,,212.846,,,,229.635,0.071,,,,,
Denmark,1972,DNK,4981082.0,107713650688.0,,,,17.08,,,,,,,0.071,,0.071,,0.0,,225.191,,,,242.342,0.071,,,,,
Denmark,1973,DNK,5008581.0,111625928704.0,,,,26.178,,,,,,,0.071,,0.071,,0.0,,208.221,,,,234.47,0.071,,,,,
Denmark,1974,DNK,5033574.0,110587863040.0,,,,24.729,,,,,,,0.071,,0.071,,0.0,,188.514,,,,213.314,0.071,,,,,
Denmark,1975,DNK,5058203.0,109859700736.0,,,,23.858,,,,,,,0.062,,0.062,,0.0,,186.32,,,,210.239,0.062,,,,,
Denmark,1976,DNK,5078773.0,116968988672.0,,,,33.147,,,,,,,0.056,,0.056,,0.0,,198.24,,,,231.443,0.056,,,,,
Denmark,1977,DNK,5094605.0,118865469440.0,,,,38.13,,,,,,,0.077,,0.077,,0.0,,197.982,,,,236.189,0.077,,,,,
Denmark,1978,DNK,5108931.0,120623562752.0,,,,42.009,,,,,,,0.08,,0.089,,0.0,,197.521,,,,239.619,0.089,,,,0.009,
Denmark,1979,DNK,5119417.0,124895969280.0,,,,50.097,,,,,,,0.086,,0.103,,0.0,,188.938,,,,239.139,0.103,,,,0.018,
Denmark,1980,DNK,5125397.0,124346114048.0,,,,71.498,,,,,,,0.101,,0.132,,0.0,,161.331,,,,232.961,0.132,,,,0.031,
Denmark,1981,DNK,5126983.0,123240390656.0,,,,57.144,,,,,,,0.105,,0.136,,0.0,,151.967,,,,209.247,0.136,,,,0.031,
Denmark,1982,DNK,5126402.0,126957510656.0,,,,68.932,,,,,,,0.09,,0.144,,0.0,,130.918,,,,199.994,0.144,,,,0.055,
Denmark,1983,DNK,5124341.0,130158862336.0,,,,65.83,34.627,189.829,99.85,0.146,0.077,,0.099,0.052,0.285,0.15,0.0,0.0,123.853,65.147,0.105,0.055,190.114,0.285,0.15,,,0.08,0.042
Denmark,1984,DNK,5121317.0,135871946752.0,,,,69.386,35.897,193.0,99.849,1.178,0.609,,0.089,0.046,0.293,0.151,0.0,0.0,122.436,63.342,0.105,0.054,193.293,0.293,0.151,,,0.098,0.051
Denmark,1985,DNK,5119453.0,141700382720.0,,,,84.57,38.826,217.461,99.837,6.714,3.082,,0.088,0.04,0.355,0.163,0.0,0.0,126.177,57.929,0.115,0.053,217.816,0.355,0.163,,,0.152,0.07
Denmark,1986,DNK,5119368.0,146862030848.0,,,,85.546,38.423,222.025,99.722,11.968,5.375,,0.085,0.038,0.619,0.278,0.0,0.0,124.511,55.924,0.163,0.073,222.643,0.619,0.278,,,0.371,0.167
Denmark,1987,DNK,5121515.0,147289145344.0,,,,83.971,39.122,213.845,99.629,15.189,7.077,,0.087,0.041,0.796,0.371,0.0,0.0,114.685,53.431,0.195,0.091,214.641,0.796,0.371,,,0.514,0.239
Denmark,1988,DNK,5126107.0,149007302656.0,,,,78.568,37.007,211.091,99.428,18.525,8.726,,0.097,0.046,1.215,0.572,0.0,0.0,113.998,53.695,0.255,0.12,212.306,1.215,0.572,,,0.863,0.406
Denmark,1989,DNK,5133937.0,149399519232.0,,,,64.57,32.975,194.078,99.113,19.745,10.083,,0.068,0.035,1.737,0.887,0.0,0.0,109.763,56.055,0.402,0.205,195.815,1.737,0.887,,,1.267,0.647
Denmark,1990,DNK,5144626.0,151205740544.0,,,,70.834,35.073,199.403,98.734,21.048,10.422,,0.083,0.041,2.558,1.266,0.0,0.0,107.521,53.239,0.67,0.332,201.961,2.558,1.266,0.0,0.0,1.805,0.894
Denmark,1991,DNK,5158325.0,154193559552.0,,,,96.074,41.259,229.457,98.541,24.296,10.434,,0.075,0.032,3.397,1.459,0.0,0.0,109.087,46.848,1.133,0.487,232.854,3.397,1.459,0.0,0.0,2.188,0.94
Denmark,1992,DNK,5175466.0,158107713536.0,,,,80.025,36.686,213.685,97.959,25.546,11.711,,0.082,0.038,4.452,2.041,0.0,0.0,108.114,49.562,1.663,0.762,218.137,4.452,2.041,0.0,0.0,2.707,1.241
Denmark,1993,DNK,5193776.0,159029510144.0,,,,83.944,36.292,225.84,97.638,28.707,12.411,,0.081,0.035,5.463,2.362,0.0,0.0,113.189,48.935,2.324,1.005,231.304,5.463,2.362,0.0,0.0,3.058,1.322
Denmark,1994,DNK,5213801.0,168468807680.0,,,,90.271,36.391,242.767,97.868,32.078,12.932,,0.096,0.039,5.289,2.132,0.0,0.0,120.418,48.545,1.83,0.738,248.056,5.289,2.132,0.0,0.0,3.362,1.355
Denmark,1995,DNK,5235205.0,174565621760.0,,,,75.46,30.975,237.984,97.687,37.144,15.247,,0.09,0.037,5.636,2.313,0.0,0.0,125.38,51.465,2.065,0.848,243.62,5.636,2.313,0.0,0.0,3.481,1.429
Denmark,1996,DNK,5256002.0,180657864704.0,,,,103.723,35.78,283.547,97.812,43.755,15.094,,0.057,0.02,6.342,2.188,0.0,0.0,136.069,46.938,2.656,0.916,289.889,6.342,2.188,0.0,0.0,3.628,1.251
Denmark,1997,DNK,5277385.0,187612758016.0,,,,77.108,29.319,254.106,96.619,45.719,17.384,,0.057,0.022,8.892,3.381,0.0,0.0,131.279,49.916,3.115,1.184,262.998,8.892,3.381,0.001,0.0,5.719,2.175
Denmark,1998,DNK,5298991.0,192868466688.0,,,,65.532,25.831,241.829,95.324,49.298,19.432,,0.081,0.032,11.862,4.676,0.0,0.0,127.0,50.061,3.442,1.357,253.691,11.862,4.676,0.001,0.0,8.338,3.287
Denmark,1999,DNK,5319856.0,199692681216.0,,,,55.053,22.375,232.789,94.611,51.694,21.01,,0.09,0.037,13.26,5.389,0.0,0.0,126.043,51.227,4.21,1.711,246.049,13.26,5.389,0.003,0.001,8.957,3.64
